Image_Name,First_order_moment,,,Second_order_moment,,,Third_order_moment,,,class
 'Algae_water\\OIP (25).jpg',1.4206,1.6722,1.0429,0.2212,0.2103,0.3734,0.0124,0.0069,0.0119,Algae
 'Algae_water\\OIP (26).jpg',1.627,2.1314,1.2744,0.2342,0.1852,0.4731,0.0005,0.0008,0.0057,Algae
 'Algae_water\\OIP (27).jpg',1.0702,1.346,0.7559,0.2536,0.2778,0.418,-0.0048,-0.0105,0.0099,Algae
 'Algae_water\\OIP (28).jpg',1.334,1.5483,1.007,0.1872,0.1798,0.4318,-0.0007,0.0005,0.0002,Algae
 'Algae_water\\OIP (29).jpg',1.1216,1.4363,1.0122,0.2949,0.3403,0.6037,0.0089,0.0071,0.0084,Algae
 'Algae_water\\OIP (3)(1).jpg',1.1208,1.4354,1.0113,0.2939,0.3399,0.6035,0.0089,0.0071,0.0084,Algae
 'Algae_water\\OIP (3).jpg',1.1628,1.5088,0.2666,0.5399,0.4162,0.4056,0.0032,0.0033,0.0209,Algae
 'Algae_water\\OIP (30).jpg',0.801,1.4751,1.0251,0.1158,0.1326,0.2374,0.0152,0.0117,0.0124,Algae
 'Algae_water\\OIP (31).jpg',1.1702,1.6403,1.3668,0.2607,0.2598,0.4597,0.0082,0.006,0.005,Algae
 'Algae_water\\OIP (32).jpg',0.4845,1.2518,0.3489,0.3987,0.2424,0.3744,0.011,0.0144,0.0135,Algae
 'Algae_water\\OIP (33).jpg',1.1759,1.8123,0.9751,0.5127,0.4855,0.6826,0.0017,-0.008,0.0029,Algae
 'Algae_water\\OIP (34).jpg',0.9133,1.4317,1.1042,0.6691,0.6279,0.8089,0,-0.0011,-0.0002,Algae
 'Algae_water\\OIP (35).jpg',1.2384,1.6607,1.3918,0.3413,0.3076,0.4761,0.0029,0.0028,0.0038,Algae
 'Algae_water\\OIP (36).jpg',1.4206,1.6722,1.0429,0.2212,0.2103,0.3734,0.0124,0.0069,0.0119,Algae
 'Algae_water\\OIP (37).jpg',0.8177,1.1506,0.7796,0.2845,0.266,0.344,0.0112,0.0012,0.0092,Algae
 'Algae_water\\OIP (38).jpg',1.2615,1.9517,1.0992,0.5773,0.3566,0.8646,-0.0015,-0.0055,0.001,Algae
 'Algae_water\\OIP (39).jpg',1.0166,1.2291,0.3943,0.2268,0.2109,0.3807,0.003,0.0025,0.0083,Algae
 'Algae_water\\OIP (4)(1).jpg',1.1628,1.5088,0.2666,0.5399,0.4162,0.4056,0.0032,0.0033,0.0209,Algae
 'Algae_water\\OIP (4).jpg',0.0254,1.6722,0.7966,0.0574,0.1281,0.0955,0.0264,0.0082,0.0117,Algae
 'Algae_water\\OIP (40).jpg',1.2887,1.4884,0.8921,0.1963,0.2288,0.3045,-0.0053,-0.0099,-0.0002,Algae
 'Algae_water\\OIP (41).jpg',0.6036,1.0056,0.4397,0.3677,0.3684,0.4145,0.0159,0.0132,0.0158,Algae
 'Algae_water\\OIP (42).jpg',1.1004,1.3626,0.9992,0.3074,0.3205,0.4479,0.0063,0.0018,0.0037,Algae
 'Algae_water\\OIP (43).jpg',1.1099,1.4358,0.8116,0.1855,0.1784,0.237,0.008,0.0089,0.0102,Algae
 'Algae_water\\OIP (44).jpg',0.598,1.2546,0.8612,0.2806,0.2062,0.2064,0.0062,0.0032,0.0049,Algae
 'Algae_water\\OIP (45).jpg',0.8354,1.0316,0.6639,0.1103,0.1276,0.2576,0.0054,0.0027,-0.0019,Algae
 'Algae_water\\OIP (46).jpg',0.6211,1.0532,0.6857,0.4127,0.3621,0.473,0.0104,0.0098,0.009,Algae
 'Algae_water\\OIP (47).jpg',1.0852,1.5644,1.2206,0.4434,0.3284,0.5087,0.0121,0.0084,0.003,Algae
 'Algae_water\\OIP (48).jpg',1.6241,1.8788,1.1565,0.2581,0.206,0.4072,0.0093,0.0093,0.0059,Algae
 'Algae_water\\OIP (49).jpg',1.534,1.8773,0.8131,0.2354,0.154,0.4758,0.0051,0.0032,0.0069,Algae
 'Algae_water\\OIP (5)(1).jpg',1.1546,1.4378,0.9463,0.1983,0.1968,0.3016,0.0099,0.0107,0.0046,Algae
 'Algae_water\\OIP (5).jpg',1.0508,1.5295,0.8931,0.2753,0.2181,0.5701,0.0196,0.0149,0.0037,Algae
 'Algae_water\\OIP (50).jpg',0.8857,1.3821,0.5634,0.2916,0.32,0.3727,0.0157,0.0119,0.0137,Algae
 'Algae_water\\OIP (51).jpg',0.9171,1.4701,1.0094,0.4921,0.331,0.5083,0.0245,0.0189,0.0179,Algae
 'Algae_water\\OIP (52).jpg',1.0432,1.5184,0.9592,0.3905,0.3496,0.476,-0.0036,0.0001,-0.0041,Algae
 'Algae_water\\OIP (53).jpg',0.6246,1.118,0.8606,0.339,0.3039,0.4208,-0.0027,-0.0006,-0.0007,Algae
 'Algae_water\\OIP (54).jpg',0.9522,1.5348,1.1455,0.3635,0.3279,0.33,0.0025,0.0006,-0.0011,Algae
 'Algae_water\\OIP (55).jpg',0.6733,1.1663,0.951,0.4048,0.395,0.4779,0.0061,0.0051,0.0029,Algae
 'Algae_water\\OIP (56).jpg',1.1754,1.4354,0.832,0.1133,0.1214,0.1963,-0.0009,-0.0048,0.0054,Algae
 'Algae_water\\OIP (57).jpg',1.2384,1.6607,1.3918,0.3413,0.3076,0.4761,0.0029,0.0028,0.0038,Algae
 'Algae_water\\OIP (58).jpg',1.2254,1.6991,1.1309,0.3441,0.3319,0.5193,0.0008,-0.001,0.0048,Algae
 'Algae_water\\OIP (59).jpg',1.4941,1.9911,1.3469,0.1468,0.1522,0.1749,-0.0047,-0.0116,0.0034,Algae
 'Algae_water\\OIP (6)(1).jpg',1.1792,1.4436,1.025,0.1912,0.2037,0.5804,0.0109,0.0095,0.006,Algae
 'Algae_water\\OIP (6).jpg',0.6955,1.2632,0.6671,0.2261,0.1848,0.1418,0.0036,0.0009,0.0013,Algae
 'Algae_water\\OIP (60).jpg',1.2384,1.6607,1.3918,0.3413,0.3076,0.4761,0.0029,0.0028,0.0038,Algae
 'Algae_water\\OIP (61).jpg',0.8871,1.3987,0.978,0.4715,0.417,0.4343,0.0062,0.0065,0.0071,Algae
 'Algae_water\\OIP (62).jpg',1.3151,1.4871,1.2662,0.2688,0.2728,0.3551,0.0001,-0.0034,0.0001,Algae
 'Algae_water\\OIP (63).jpg',1.7192,1.8757,1.3293,0.5453,0.5139,0.6658,-0.0042,-0.0049,-0.0016,Algae
 'Algae_water\\OIP (64).jpg',1.3885,2.0899,0.8917,0.2576,0.274,0.3264,-0.0046,-0.0101,0.0048,Algae
 'Algae_water\\OIP (65).jpg',1.0753,1.4011,1.1037,0.3613,0.4051,0.4528,0.0006,-0.0058,0.0028,Algae
 'Algae_water\\OIP (66).jpg',1.2777,1.662,1.2341,0.3757,0.289,0.6466,-0.0012,-0.0028,-0.0001,Algae
 'Algae_water\\OIP (67).jpg',1.2887,1.4884,0.8921,0.1963,0.2288,0.3045,-0.0053,-0.0099,-0.0002,Algae
 'Algae_water\\OIP (68).jpg',1.4402,1.7678,1.3216,0.4097,0.4076,0.5083,-0.0024,-0.0042,-0.0001,Algae
 'Algae_water\\OIP (69).jpg',1.164,1.3921,0.8812,0.3173,0.331,0.2969,-0.0016,-0.0078,0.0045,Algae
 'Algae_water\\OIP (7)(1).jpg',0.801,1.4745,1.0249,0.1148,0.132,0.2365,0.0152,0.0116,0.0125,Algae
 'Algae_water\\OIP (7).jpg',0.9133,1.4317,1.1042,0.6691,0.6279,0.8089,0,-0.0011,-0.0002,Algae
 'Algae_water\\OIP (70).jpg',1.0166,1.2291,0.3943,0.2268,0.2109,0.3807,0.003,0.0025,0.0083,Algae
 'Algae_water\\OIP (71).jpg',1.1315,1.5875,0.8621,0.3821,0.435,0.4418,-0.0035,-0.0039,-0.0002,Algae
 'Algae_water\\OIP (72).jpg',1.4,1.4711,1.0526,0.3756,0.3209,0.4539,-0.0006,-0.003,0.0015,Algae
 'Algae_water\\OIP (73).jpg',1.7118,1.7532,1.4201,0.193,0.1684,0.3456,0.0059,-0.0031,0.0047,Algae
 'Algae_water\\OIP (74).jpg',1.0046,1.4538,0.9942,0.3434,0.4031,0.3734,-0.0122,-0.014,-0.0071,Algae
 'Algae_water\\OIP (75).jpg',1.3581,1.3968,0.5009,0.2371,0.191,0.1475,0.0016,0.004,0.0026,Algae
 'Algae_water\\OIP (76).jpg',1.1424,1.3345,0.9229,0.2673,0.303,0.5751,-0.0106,-0.0118,-0.0001,Algae
 'Algae_water\\OIP (77).jpg',1.5021,1.699,1.098,0.2723,0.3045,0.6968,-0.0027,-0.0034,-0.0005,Algae
 'Algae_water\\OIP (78).jpg',1.0737,1.5249,1.1578,0.2176,0.2445,0.4221,0.0039,-0.002,0.0049,Algae
 'Algae_water\\OIP (79).jpg',0.8053,1.1761,0.4352,0.2302,0.185,0.0894,-0.0037,-0.0067,-0.0018,Algae
 'Algae_water\\OIP (8)(1).jpg',0.0928,0.9872,0.2458,0.1214,0.23,0.1504,0.0232,-0.0035,0.0152,Algae
 'Algae_water\\OIP (8).jpg',0.2096,1.7624,0.882,0.2169,0.242,0.587,0.0143,0.0036,-0.0001,Algae
 'Algae_water\\OIP (80).jpg',1.3876,1.6027,0.9617,0.3094,0.2367,0.3318,0.0113,-0.0018,0.0113,Algae
 'Algae_water\\OIP (81).jpg',1.1312,1.3664,0.938,0.2967,0.317,0.425,-0.001,-0.0025,0.0016,Algae
 'Algae_water\\OIP (82).jpg',1.2738,1.6896,1.1591,0.2919,0.2931,0.335,-0.0034,-0.0039,-0.0014,Algae
 'Algae_water\\OIP (83).jpg',0.7903,1.3612,1.0427,0.3266,0.2285,0.3273,0.0003,0.0034,-0.0019,Algae
 'Algae_water\\OIP (84).jpg',1.3182,1.9902,0.9453,0.2001,0.216,0.3983,0.0002,-0.0027,0.005,Algae
 'Algae_water\\OIP (85).jpg',0.5556,1.3568,0.6453,0.2135,0.2163,0.5509,0.0185,0.0127,0.0107,Algae
 'Algae_water\\OIP (86).jpg',1.2717,1.5645,1.1,0.2954,0.2341,0.5067,-0.0002,-0.0062,0.0026,Algae
 'Algae_water\\OIP (87).jpg',0.8696,1.8875,0.8449,0.2541,0.2541,0.2913,-0.001,-0.0079,0.0002,Algae
 'Algae_water\\OIP (88).jpg',0.9887,1.3676,0.8146,0.1948,0.236,0.2614,-0.0128,-0.0129,-0.0071,Algae
 'Algae_water\\OIP (89).jpg',1.0411,1.3336,1.0084,0.137,0.1129,0.1569,-0.0016,-0.0079,-0.0056,Algae
 'Algae_water\\OIP (9)(1).jpg',1.0879,1.6363,1.1547,0.4667,0.4147,0.468,0.0053,0.0053,0.0046,Algae
 'Algae_water\\OIP (9).jpg',1.2615,1.9517,1.0992,0.5773,0.3566,0.8646,-0.0015,-0.0055,0.001,Algae
 'Algae_water\\OIP (90).jpg',0.7231,1.4024,0.4805,0.317,0.2613,0.352,0.0005,-0.0004,0.0012,Algae
 'Algae_water\\OIP (91).jpg',1.1773,1.6756,0.7528,0.3366,0.314,0.513,-0.0007,-0.0034,0.0026,Algae
 'Algae_water\\OIP (92).jpg',1.3707,1.6341,1.033,0.3978,0.4041,0.4737,-0.0046,-0.0042,-0.0046,Algae
 'Algae_water\\OIP (93).jpg',1.1506,1.7767,1.0729,0.21,0.2157,0.3337,0.0008,-0.0007,0.0028,Algae
 'Algae_water\\OIP (94).jpg',1.1586,1.3071,0.7785,0.3746,0.3431,0.5699,0.0123,0.0122,0.0122,Algae
 'Algae_water\\OIP (95).jpg',1.1275,1.5004,1.1268,0.2551,0.2148,0.3007,0.0021,-0.0011,0.0007,Algae
 'Algae_water\\OIP (96).jpg',1.4181,1.8904,0.8687,0.2958,0.3377,0.3176,-0.0104,-0.0108,0.0087,Algae
 'Algae_water\\OIP (97).jpg',1.0528,1.2637,0.5832,0.4857,0.4518,0.3961,0.013,0.0104,0.0174,Algae
 'Algae_water\\OIP (98).jpg',1.1265,1.4589,0.7187,0.4221,0.3591,0.5584,0.0047,0.0027,0.0055,Algae
 'Algae_water\\OIP (99).jpg',1.069,1.3869,0.837,0.1046,0.1193,0.2283,-0.0107,-0.0086,0.0027,Algae
 'Algae_water\\OIP - 2022-12-31T132448.621.jpg',1.2495,1.8195,1.4047,0.1884,0.167,0.3457,0.0011,0.0009,0.0031,Algae
 'Algae_water\\OIP - 2022-12-31T132453.275.jpg',1.4578,1.6976,1.2292,0.2363,0.2835,0.3411,-0.0045,-0.0017,-0.0023,Algae
 'Algae_water\\OIP - 2022-12-31T132503.886.jpg',1.3885,2.0899,0.8917,0.2576,0.274,0.3264,-0.0046,-0.0101,0.0048,Algae
 'Algae_water\\OIP - 2022-12-31T132510.316.jpg',1.2532,1.4975,0.8959,0.2713,0.3218,0.4415,-0.0052,-0.007,0.0042,Algae
 'Algae_water\\OIP - 2022-12-31T132516.328.jpg',0.9728,1.4767,0.9983,0.1077,0.1297,0.128,-0.0115,-0.015,-0.0035,Algae
 'Algae_water\\OIP - 2022-12-31T132521.692.jpg',1.29,1.8465,1.4386,0.2044,0.184,0.4117,0.0008,0,0.0032,Algae
 'Algae_water\\OIP - 2022-12-31T132527.174.jpg',0.794,1.148,0.7166,0.1615,0.1693,0.231,0.0014,-0.0041,0.0082,Algae
 'Algae_water\\OIP - 2022-12-31T132534.689.jpg',1.164,1.3921,0.8812,0.3173,0.331,0.2969,-0.0016,-0.0078,0.0045,Algae
 'Algae_water\\OIP - 2022-12-31T132546.646.jpg',1.2254,1.6991,1.1309,0.3441,0.3319,0.5193,0.0008,-0.001,0.0048,Algae
 'Algae_water\\OIP - 2022-12-31T132552.880.jpg',1.2834,1.4897,1.0347,0.173,0.1942,0.2694,0.0032,0.0008,0.0035,Algae
 'Algae_water\\OIP - 2022-12-31T132559.743.jpg',1.3581,1.3968,0.5009,0.2371,0.191,0.1475,0.0016,0.004,0.0026,Algae
 'Algae_water\\OIP - 2022-12-31T132604.943.jpg',0.6636,1.3134,0.8068,0.2514,0.2474,0.2465,0.0012,-0.0044,0.0043,Algae
 'Algae_water\\OIP - 2022-12-31T132613.482.jpg',1.2384,1.6607,1.3918,0.3413,0.3076,0.4761,0.0029,0.0028,0.0038,Algae
 'Algae_water\\OIP - 2022-12-31T132625.288.jpg',0.898,1.2843,0.7585,0.2465,0.1929,0.2717,0.0028,0.0021,0.0121,Algae
 'Algae_water\\OIP - 2022-12-31T132631.716.jpg',1.0753,1.4011,1.1037,0.3613,0.4051,0.4528,0.0006,-0.0058,0.0028,Algae
 'Algae_water\\OIP - 2022-12-31T132637.831.jpg',1.2806,1.6643,0.7322,0.1157,0.1381,0.2046,0.0062,0.0026,0.0067,Algae
 'Algae_water\\OIP - 2022-12-31T132646.158.jpg',1.0166,1.2291,0.3943,0.2268,0.2109,0.3807,0.003,0.0025,0.0083,Algae
 'Algae_water\\OIP - 2022-12-31T132654.539.jpg',1.2887,1.4884,0.8921,0.1963,0.2288,0.3045,-0.0053,-0.0099,-0.0002,Algae
 'Algae_water\\OIP - 2022-12-31T132702.750.jpg',0.9728,1.901,1.2532,0.5658,0.4268,0.4399,0.0003,0.0007,0.001,Algae
 'Algae_water\\OIP - 2022-12-31T132713.512.jpg',1.0867,1.3894,0.8523,0.2514,0.2404,0.4102,0.0035,0.0011,0.0057,Algae
 'Algae_water\\OIP - 2022-12-31T132719.565.jpg',0.9899,1.5667,0.9124,0.4033,0.3109,0.2681,0.0099,0.005,0.003,Algae
 'Algae_water\\OIP - 2022-12-31T132736.418.jpg',0.9748,1.4014,1.175,0.5678,0.4975,0.7778,0.0068,0.003,0.002,Algae
 'Algae_water\\OIP - 2022-12-31T132747.217.jpg',1.2777,1.662,1.2341,0.3757,0.289,0.6466,-0.0012,-0.0028,-0.0001,Algae
 'Algae_water\\OIP - 2022-12-31T132758.051.jpg',1.0737,1.5249,1.1578,0.2176,0.2445,0.4221,0.0039,-0.002,0.0049,Algae
 'Algae_water\\OIP - 2022-12-31T132818.819.jpg',1.2325,1.4969,1.3096,0.4331,0.3922,0.6613,0.005,0.0035,0.001,Algae
 'Algae_water\\OIP - 2022-12-31T132846.812.jpg',1.1485,1.4413,0.9576,0.284,0.2412,0.3328,0.0111,0.0088,0.0102,Algae
 'Algae_water\\OIP - 2022-12-31T133643.566.jpg',1.0304,1.6109,0.7331,0.1599,0.1807,0.1746,-0.0324,-0.0367,-0.0109,Algae
 'Algae_water\\OIP - 2022-12-31T133654.049.jpg',1.4961,1.6937,1.0936,0.2724,0.3056,0.6992,-0.0028,-0.0034,-0.0005,Algae
 'Algae_water\\OIP - 2022-12-31T133704.862.jpg',1.3925,1.7165,0.4098,0.1668,0.1103,0.152,0.0056,0.0049,0.0052,Algae
 'Algae_water\\OIP - 2022-12-31T133716.466.jpg',1.2386,1.5526,1.2194,0.4091,0.2981,0.5641,0.0052,0.0044,0.0012,Algae
 'Algae_water\\OIP - 2022-12-31T133725.647.jpg',1.3676,1.7367,1.138,0.2819,0.2912,0.3998,0.0006,0.0004,0.0056,Algae
 'Algae_water\\OIP - 2022-12-31T133735.578.jpg',1.1614,1.4327,0.9055,0.3572,0.2306,0.435,0.0204,0.0065,0.014,Algae
 'Algae_water\\OIP - 2022-12-31T133802.570.jpg',0.948,1.5317,1.219,0.2263,0.2,0.252,0.007,0.003,0.0062,Algae
 'Algae_water\\OIP - 2022-12-31T133818.824.jpg',0.5861,1.5968,0.84,0.222,0.5972,0.4809,0.0022,-0.0097,0.0057,Algae
 'Algae_water\\OIP - 2022-12-31T133824.561.jpg',1.1878,1.4089,0.8224,0.3652,0.3461,0.504,0.0171,0.0156,0.0148,Algae
 'Algae_water\\OIP - 2022-12-31T133840.135.jpg',1.0371,1.8156,1.0492,0.1852,0.1683,0.1361,-0.0033,-0.0029,-0.0023,Algae
 'Algae_water\\OIP - 2022-12-31T133849.803.jpg',0.924,1.3777,0.908,0.2126,0.188,0.2676,0.0052,0.0033,0.0057,Algae
 'Algae_water\\OIP - 2022-12-31T133927.969.jpg',1.2128,1.4959,0.9522,0.2209,0.2408,0.2726,-0.0021,-0.0052,0.0046,Algae
 'Algae_water\\OIP - 2022-12-31T133936.265.jpg',1.352,1.4732,0.771,0.1457,0.1568,0.2093,-0.0022,-0.0133,0.0044,Algae
 'Algae_water\\OIP - 2022-12-31T133940.915.jpg',1.3352,1.5644,0.8958,0.2447,0.2146,0.4209,0.0076,0.0053,0.0038,Algae
 'Algae_water\\OIP - 2022-12-31T133951.880.jpg',0.7847,1.3392,0.9338,0.2639,0.2728,0.5816,0.0106,0.0095,0.0073,Algae
 'Algae_water\\OIP - 2022-12-31T133957.431.jpg',1.4113,1.7902,0.8789,0.36,0.4334,0.2693,-0.0195,-0.0168,-0.0175,Algae
 'Algae_water\\OIP - 2022-12-31T134010.610.jpg',1.1932,1.5944,0.9633,0.3343,0.3136,0.5556,0.0063,-0.0031,0.0073,Algae
 'Algae_water\\OIP - 2022-12-31T134015.953.jpg',1.0511,1.3863,0.8017,0.2923,0.2811,0.5352,0.0036,0.0041,0.0085,Algae
 'Algae_water\\OIP - 2022-12-31T134403.905.jpg',1.1506,1.7767,1.0729,0.21,0.2157,0.3337,0.0008,-0.0007,0.0028,Algae
 'Algae_water\\OIP - 2022-12-31T134410.619.jpg',0.5556,1.3568,0.6453,0.2135,0.2163,0.5509,0.0185,0.0127,0.0107,Algae
 'Algae_water\\OIP - 2022-12-31T134424.342.jpg',1.1102,1.5414,0.2378,0.1653,0.1662,0.1339,0.0015,0.0008,0.0027,Algae
 'Algae_water\\OIP - 2022-12-31T134431.572.jpg',1.4728,1.7771,1.3564,0.2235,0.2048,0.5729,0.004,0.0023,0.001,Algae
 'Algae_water\\OIP - 2022-12-31T134440.177.jpg',1.1265,1.4589,0.7187,0.4221,0.3591,0.5584,0.0047,0.0027,0.0055,Algae
 'Algae_water\\OIP - 2022-12-31T134451.810.jpg',0.8857,1.3821,0.5634,0.2916,0.32,0.3727,0.0157,0.0119,0.0137,Algae
 'Algae_water\\OIP - 2022-12-31T134458.185.jpg',1.6829,2.0963,1.1317,0.2774,0.3292,0.1905,-0.0116,-0.0113,-0.0121,Algae
 'Algae_water\\OIP - 2022-12-31T134516.528.jpg',0.9175,1.5516,0.7591,0.143,0.1092,0.1743,0.01,-0.0039,0.0072,Algae
 'Algae_water\\OIP - 2022-12-31T134521.433.jpg',1.5038,1.7641,1.0368,0.2796,0.2763,0.5882,-0.0019,-0.0056,-0.0008,Algae
 'Algae_water\\OIP - 2022-12-31T134537.243.jpg',0.7437,1.2724,0.6264,0.2288,0.3554,0.3397,0.0121,-0.0067,0.0065,Algae
 'Algae_water\\OIP - 2022-12-31T134545.417.jpg',1.4181,1.8904,0.8687,0.2958,0.3377,0.3176,-0.0104,-0.0108,0.0087,Algae
 'Algae_water\\OIP - 2022-12-31T134553.003.jpg',0.9317,1.2049,0.6905,0.0879,0.13,0.1639,0.0059,0.0047,0.0029,Algae
 'Algae_water\\OIP - 2022-12-31T134601.764.jpg',0.8696,1.8875,0.8449,0.2541,0.2541,0.2913,-0.001,-0.0079,0.0002,Algae
 'Algae_water\\OIP - 2022-12-31T134607.264.jpg',1.0051,1.3987,0.4513,0.1143,0.1539,0.1674,-0.0052,-0.001,0.0086,Algae
 'Algae_water\\OIP - 2022-12-31T134633.740.jpg',1.3707,1.6341,1.033,0.3978,0.4041,0.4737,-0.0046,-0.0042,-0.0046,Algae
 'Algae_water\\OIP - 2022-12-31T134639.585.jpg',1.3821,1.6287,0.6108,0.3325,0.351,0.159,-0.0003,-0.0005,-0.0013,Algae
 'Algae_water\\OIP - 2022-12-31T134912.114.jpg',1.5467,1.8733,0.9383,0.2567,0.2732,0.3753,-0.0076,-0.0115,0.0068,Algae
 'Algae_water\\OIP - 2022-12-31T134919.172.jpg',1.122,1.2766,0.6981,0.3627,0.3368,0.5348,0.0133,0.0124,0.0153,Algae
 'Algae_water\\OIP - 2022-12-31T134925.378.jpg',0.9887,1.3676,0.8146,0.1948,0.236,0.2614,-0.0128,-0.0129,-0.0071,Algae
 'Algae_water\\OIP - 2022-12-31T134932.821.jpg',0.8914,1.1764,0.6554,0.0799,0.0725,0.1219,-0.0074,-0.0082,-0.005,Algae
 'Algae_water\\OIP - 2022-12-31T134946.864.jpg',0.9976,1.6758,0.8957,0.3216,0.3345,0.4224,-0.0009,-0.0059,0.0025,Algae
 'Algae_water\\OIP - 2023-01-03T094542.501.jpg',0.972,1.4754,0.9974,0.1053,0.1267,0.1248,-0.012,-0.0151,-0.004,Algae
 'Algae_water\\OIP - 2023-01-03T094551.480.jpg',1.1532,1.5641,0.8669,0.1888,0.2563,0.212,-0.0095,-0.0146,-0.0048,Algae
 'Algae_water\\OIP - 2023-01-03T094559.380.jpg',1.6338,2.0237,1.0634,0.2295,0.3046,0.2096,-0.0052,-0.0067,-0.0015,Algae
 'Algae_water\\OIP - 2023-01-03T094607.379.jpg',1.3581,1.3968,0.5009,0.2371,0.191,0.1475,0.0016,0.004,0.0026,Algae
 'Algae_water\\OIP - 2023-01-03T094631.541.jpg',1.658,1.9544,0.9858,0.2711,0.2852,0.4369,-0.0029,-0.0034,0.0012,Algae
 'Algae_water\\OIP - 2023-01-03T094639.983.jpg',1.0534,1.4911,0.9229,0.2034,0.245,0.2095,-0.0011,-0.003,0.0026,Algae
 'Algae_water\\OIP - 2023-01-03T094647.603.jpg',1.2254,1.6991,1.1309,0.3441,0.3319,0.5193,0.0008,-0.001,0.0048,Algae
 'Algae_water\\OIP - 2023-01-03T094653.363.jpg',1.2532,1.4975,0.8959,0.2713,0.3218,0.4415,-0.0052,-0.007,0.0042,Algae
 'Algae_water\\OIP - 2023-01-03T094706.624.jpg',1.1636,1.3901,0.8822,0.3161,0.3307,0.2949,-0.0016,-0.0078,0.0045,Algae
 'Algae_water\\OIP - 2023-01-03T094711.962.jpg',0.9213,1.5775,0.9737,0.1336,0.1337,0.2309,0.0007,-0.0036,0.0046,Algae
 'Algae_water\\OIP - 2023-01-03T095319.668.jpg',1.298,1.8181,1.0787,0.1922,0.1875,0.2577,0.0046,-0.0005,0.0072,Algae
 'Algae_water\\OIP - 2023-01-03T095328.771.jpg',1.0634,1.629,0.3307,0.2525,0.2491,0.3394,0.0092,0.0069,0.0094,Algae
 'Algae_water\\OIP - 2023-01-03T095402.279.jpg',1.0278,1.4267,0.7036,0.2977,0.2418,0.4154,0.0121,0.0093,0.0095,Algae
 'Algae_water\\OIP - 2023-01-03T095410.547.jpg',0.9638,1.2273,0.2498,0.3572,0.3686,0.2894,0.0027,0.0012,0.0101,Algae
 'Algae_water\\OIP - 2023-01-03T095446.118.jpg',1.2551,1.6395,0.8283,0.3962,0.5155,0.4512,-0.001,-0.0005,0.0028,Algae
 'Algae_water\\OIP - 2023-01-03T095454.554.jpg',1.1684,1.4506,0.7434,0.4566,0.4109,0.4287,-0.0124,-0.0166,0.0039,Algae
 'Algae_water\\OIP - 2023-01-03T095503.286.jpg',1.1632,1.4206,0.997,0.249,0.2477,0.4153,0.0182,0.0119,0.012,Algae
 'Algae_water\\OIP - 2023-01-03T095510.731.jpg',1.1484,1.2171,0.4696,0.1448,0.1698,0.127,-0.0024,-0.0072,0.006,Algae
 'Algae_water\\OIP - 2023-01-03T095523.580.jpg',1.4877,1.6356,1.2753,0.2565,0.3105,0.4262,0.0032,-0.0037,0.0031,Algae
 'Algae_water\\OIP - 2023-01-03T095533.518.jpg',1.0968,1.5721,0.9483,0.0945,0.1091,0.0915,-0.0058,-0.012,-0.0022,Algae
 'Algae_water\\OIP - 2023-01-03T095544.879.jpg',1.1446,1.5519,0.7993,0.207,0.293,0.1985,-0.013,-0.0131,-0.0046,Algae
 'Algae_water\\OIP - 2023-01-03T095550.644.jpg',0.8738,1.4438,0.7495,0.361,0.4827,0.5007,0.007,0.0005,0.0125,Algae
 'Algae_water\\OIP - 2023-01-03T095557.483.jpg',1.108,1.4843,0.5348,0.3666,0.2188,0.3463,0.0133,0.0021,0.0058,Algae
 'Algae_water\\OIP - 2023-01-03T095823.380.jpg',1.117,1.5312,0.6872,0.173,0.2342,0.1429,0.0027,-0.0007,0.0031,Algae
 'Algae_water\\OIP - 2023-01-03T095829.100.jpg',0.9935,1.4062,0.6766,0.1626,0.243,0.1761,0.0075,0.0036,0.0051,Algae
 'Algae_water\\OIP - 2023-01-03T095836.148.jpg',1.1853,1.3123,0.1967,0.2074,0.1908,0.0911,-0.0056,-0.0057,0.0082,Algae
 'Algae_water\\OIP - 2023-01-03T095848.836.jpg',1.4738,1.4992,0.8454,0.2332,0.2744,0.2659,-0.0019,-0.0032,0.0062,Algae
 'Algae_water\\OIP - 2023-01-03T095909.550.jpg',1.2341,1.7522,1.0441,0.4675,0.6623,0.3731,-0.007,-0.0076,-0.0052,Algae
 'Algae_water\\OIP - 2023-01-03T095916.736.jpg',1.2034,1.5478,0.9619,0.2575,0.2827,0.2823,0.0005,-0.0039,0.0026,Algae
 'Algae_water\\OIP - 2023-01-03T095930.890.jpg',1.0371,1.8156,1.0492,0.1852,0.1683,0.1361,-0.0033,-0.0029,-0.0023,Algae
 'Algae_water\\OIP - 2023-01-03T095949.931.jpg',0.9677,1.5098,1.1061,0.1366,0.2065,0.1392,-0.0087,-0.0097,-0.0052,Algae
 'Algae_water\\OIP - 2023-01-03T100015.281.jpg',0.5294,1.5472,1.0563,0.326,0.4534,0.5165,0.0072,0.0032,0.0096,Algae
 'Algae_water\\OIP - 2023-01-03T100025.961.jpg',1.1638,1.4411,0.1885,0.2065,0.1978,0.1719,-0.0041,-0.0008,0.0089,Algae
 'Algae_water\\OIP - 2023-01-03T100032.552.jpg',1.0673,1.3762,0.7572,0.3682,0.4377,0.4098,0.0013,-0.0044,0.0149,Algae
